Hs-TNF,2000,1000,T163956-TNF,"p1@TNF"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
915,T047376,203,0.1011,p10@AKAP13,11214,371,,AKAP13,"A-kinase anchoring protein 13","gene with protein product"
916,T029749,202,0.1004,p1@CLEC6A,93978,14556,Q6EIG7,CLEC6A,"C-type lectin domain family 6 member A","gene with protein product"
917,T199941,200,0.0994,p6@TIMP1,7076,11820,Q6FGX5,TIMP1,"TIMP metallopeptidase inhibitor 1","gene with protein product"
918,T124516,199,0.0991,p9@PLEK,5341,9070,P08567,PLEK,pleckstrin,"gene with protein product"
919,T005180,199,0.0991,p3@SGMS1,259230,29799,E6ZCI7,SGMS1,"sphingomyelin synthase 1","gene with protein product"
920,T168319,199,0.0990,p4@PNRC1,10957,17278,,PNRC1,"proline rich nuclear receptor coactivator 1","gene with protein product"
921,T049743,198,0.0986,p3@CRYM,1428,2418,Q14894,CRYM,"crystallin mu","gene with protein product"
922,T159708,197,0.0980,p11@TNFAIP3,7128,11896,"F5H7A9,F5GYN2,D3TTY7,F5H1G3,D3TTY5",TNFAIP3,"TNF alpha induced protein 3","gene with protein product"
923,T201368,197,0.0979,p1@HDX,139324,26411,Q7Z353,HDX,"highly divergent homeobox","gene with protein product"
924,T005179,196,0.0978,p2@SGMS1,259230,29799,E6ZCI7,SGMS1,"sphingomyelin synthase 1","gene with protein product"
925,T012048,196,0.0976,p4@PSMA1,5682,9530,,PSMA1,"proteasome subunit alpha 1","gene with protein product"
926,T060054,196,0.0976,p7@UBE2Z,65264,25847,,UBE2Z,"ubiquitin conjugating enzyme E2 Z","gene with protein product"
927,T064524,194,0.0966,p3@EIF4A3,9775,18683,,EIF4A3,"eukaryotic translation initiation factor 4A3","gene with protein product"
928,T156809,194,0.0965,p2@MCTP1,79772,26183,,MCTP1,"multiple C2 and transmembrane domain containing 1","gene with protein product"
929,T092357,193,0.0961,p12@TNFRSF14,8764,11912,F6Q0M4,TNFRSF14,"TNF receptor superfamily member 14","gene with protein product"
930,T198663,192,0.0959,p2@P2RY8,286530,15524,Q86VZ1,P2RY8,"purinergic receptor P2Y8","gene with protein product"
931,T150769,189,0.0943,p6@DCTN4,51164,15518,"E5RGG1,Q9NSJ5,Q9UJW0",DCTN4,"dynactin subunit 4","gene with protein product"
932,T159182,189,0.0939,p1@TBC1D7,51256,21066,"Q96MB8,Q2TU37,Q9P0N9,Q5SZL8,Q5SZL4,Q5SZL5,Q5SZL6,Q53F44,Q5JPB9",TBC1D7,"TBC1 domain family member 7","gene with protein product"
933,T088841,187,0.0932,p7@CD55,1604,2665,P08174,CD55,"CD55 molecule (Cromer blood group)","gene with protein product"
934,T029787,186,0.0925,p2@CLEC4D,338339,14554,Q8WXI8,CLEC4D,"C-type lectin domain family 4 member D","gene with protein product"
935,T049296,185,0.0922,p4@XYLT1,64131,15516,Q86Y38,XYLT1,"xylosyltransferase 1","gene with protein product"
936,T126845,182,0.0906,p25@NFKBIZ,64332,29805,Q9BYH8,NFKBIZ,"NFKB inhibitor zeta","gene with protein product"
937,T128469,182,0.0905,p30@SLC12A8,84561,15595,,SLC12A8,"solute carrier family 12 member 8","gene with protein product"
938,T110303,181,0.0899,p3@PDCL3,79031,28860,Q9H2J4,PDCL3,"phosducin like 3","gene with protein product"
939,T081005,180,0.0897,p21@ATP1A1,476,799,P05023,ATP1A1,"ATPase Na+/K+ transporting subunit alpha 1","gene with protein product"
940,T192471,180,0.0897,p1@C9orf72,203228,28337,Q96LT7,C9orf72,"chromosome 9 open reading frame 72","gene with protein product"
941,T146193,179,0.0891,p1@RASGEF1B,153020,24881,"Q0VAM2,D6RE71,Q8N437",RASGEF1B,"RasGEF domain family member 1B","gene with protein product"
942,T149533,179,0.0890,p3@SRA1,10011,11281,,SRA1,"steroid receptor RNA activator 1","gene with protein product"
943,T032483,179,0.0890,p2@HMGB1,3146,4983,P09429,HMGB1,"high mobility group box 1","gene with protein product"
944,T149308,178,0.0887,p4@EGR1,1958,3238,,EGR1,"early growth response 1","gene with protein product"
945,T123262,176,0.0877,p14@TTC7A,57217,19750,,TTC7A,"tetratricopeptide repeat domain 7A","gene with protein product"
946,T075645,176,0.0877,p11@FOSB,2354,3797,A1L186,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit","gene with protein product"
947,T086197,176,0.0876,p9@TOR1AIP1,26092,29456,E9PKD1,TOR1AIP1,"torsin 1A interacting protein 1","gene with protein product"
948,T016103,175,0.0873,p6@SLC3A2,6520,11026,,SLC3A2,"solute carrier family 3 member 2","gene with protein product"
949,T088831,173,0.0862,p8@CD55,1604,2665,P08174,CD55,"CD55 molecule (Cromer blood group)","gene with protein product"
950,T095565,172,0.0855,p3@MTND2P28,,42129,,MTND2P28,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 28",pseudogene
951,T098865,171,0.0851,p1@RIN2,54453,18750,,RIN2,"Ras and Rab interactor 2","gene with protein product"
952,T056744,171,0.0849,p4@SEZ6,124925,15955,,SEZ6,"seizure related 6 homolog","gene with protein product"
953,T081379,170,0.0849,p10@TNFRSF8,943,11923,,TNFRSF8,"TNF receptor superfamily member 8","gene with protein product"
954,T133565,170,0.0848,p1@MFI2,4241,7037,"P08582,C9JVN1,Q53XS6",MELTF,melanotransferrin,"gene with protein product"
955,T062483,169,0.0842,p2@SLC16A11,162515,23093,"Q8NCK7,C9JRM8",SLC16A11,"solute carrier family 16 member 11","gene with protein product"
956,T158726,169,0.0841,p6@NCOA7,135112,21081,Q8NI08,NCOA7,"nuclear receptor coactivator 7","gene with protein product"
957,T163711,169,0.0840,p3@HCG20,,31334,,HCG20,"HLA complex group 20 (non-protein coding)","RNA, long non-coding"
958,T120981,169,0.0840,p5@GPR35,2859,4492,"Q9HC97,A8K2J1,B2RA17",GPR35,"G protein-coupled receptor 35","gene with protein product"
959,T104045,166,0.0828,p1@RPL37P3,,17238,,RPL37P3,"ribosomal protein L37 pseudogene 3",pseudogene
960,T049741,166,0.0826,p2@CRYM-AS1,400508,34405,A6NIL9,CRYM-AS1,"CRYM antisense RNA 1","RNA, long non-coding"
961,T126848,165,0.0822,p6@NFKBIZ,64332,29805,,NFKBIZ,"NFKB inhibitor zeta","gene with protein product"
962,T162737,164,0.0818,p7@ACOT13,55856,20999,F5H2L4,ACOT13,"acyl-CoA thioesterase 13","gene with protein product"
963,T170177,164,0.0817,p3@ZFAND2A,90637,28073,A8MYA3,ZFAND2A,"zinc finger AN1-type containing 2A","gene with protein product"
964,T161137,164,0.0816,p3@SNX9,51429,14973,,SNX9,"sorting nexin 9","gene with protein product"
965,T113648,163,0.0813,p15@NR4A2,4929,7981,F5H4G9,NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
966,T112737,163,0.0813,p2@KYNU,8942,6469,"Q9BVW3,Q16719",KYNU,kynureninase,"gene with protein product"
967,T139926,163,0.0812,p1@CCRN4L,25819,14254,"Q9UK39,Q8WTX0",NOCT,nocturnin,"gene with protein product"
968,T033615,163,0.0811,p4@FNDC3A,22862,20296,,FNDC3A,"fibronectin type III domain containing 3A","gene with protein product"
969,T143832,163,0.0811,p26@RBM47,54502,30358,,RBM47,"RNA binding motif protein 47","gene with protein product"
970,T153163,162,0.0807,p12@MGAT1,4245,7044,D6RAK2,MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase","gene with protein product"
971,T072325,161,0.0802,p12@GADD45B,4616,4096,,GADD45B,"growth arrest and DNA damage inducible beta","gene with protein product"
972,T141216,160,0.0798,p1@FNIP2,57600,29280,Q9P278,FNIP2,"folliculin interacting protein 2","gene with protein product"
973,T111103,160,0.0795,p1@IL1A,3552,5991,P01583,IL1A,"interleukin 1 alpha","gene with protein product"
974,T176743,159,0.0792,p10@RABGEF1,27342,17676,,RABGEF1,"RAB guanine nucleotide exchange factor 1","gene with protein product"
975,T179529,159,0.0792,p1@TM7SF4,81501,18549,Q9H295,DCSTAMP,"dendrocyte expressed seven transmembrane protein","gene with protein product"
976,T064402,159,0.0792,p16@KDM6B,23135,29012,,KDM6B,"lysine demethylase 6B","gene with protein product"
977,T163340,159,0.0791,p1@SERPINB9,5272,8955,P50453,SERPINB9,"serpin family B member 9","gene with protein product"
978,T015209,159,0.0791,p6@LPXN,9404,14061,B4DV71,LPXN,leupaxin,"gene with protein product"
979,T175739,158,0.0789,p2@PURB,5814,9702,Q96QR8,PURB,"purine rich element binding protein B","gene with protein product"
980,T189612,158,0.0788,p2@MAPKAP1,79109,18752,B1AMA6,MAPKAP1,"mitogen-activated protein kinase associated protein 1","gene with protein product"
981,T089070,158,0.0787,p2@CAMK1G,57172,14585,,CAMK1G,"calcium/calmodulin dependent protein kinase IG","gene with protein product"
982,T111918,157,0.0784,p13@BIN1,274,1052,,BIN1,"bridging integrator 1","gene with protein product"
983,T161312,157,0.0783,p5@C6orf99,100130967,21179,Q4VX62,C6orf99,"chromosome 6 open reading frame 99",unknown
984,T038758,157,0.0783,p4@GMFB,2764,4373,,GMFB,"glia maturation factor beta","gene with protein product"
985,T180331,157,0.0783,p14@ZHX2,22882,18513,Q9Y6X8,ZHX2,"zinc fingers and homeoboxes 2","gene with protein product"
986,T163710,155,0.0772,p4@HCG20,,31334,,HCG20,"HLA complex group 20 (non-protein coding)","RNA, long non-coding"
987,T198016,155,0.0772,p12@MAMLD1,10046,2568,Q13495,MAMLD1,"mastermind like domain containing 1","gene with protein product"
988,T083008,155,0.0771,p2@UBAP2L,9898,29877,Q5VU80,UBAP2L,"ubiquitin associated protein 2 like","gene with protein product"
989,T096289,154,0.0768,p29@PDE4B,5142,8781,E9PJ03,PDE4B,"phosphodiesterase 4B","gene with protein product"
990,T121353,153,0.0762,p10@ADCY3,109,234,C9JYB5,ADCY3,"adenylate cyclase 3","gene with protein product"
991,T062864,152,0.0757,p2@CD300C,10871,19320,Q08708,CD300C,"CD300c molecule","gene with protein product"
992,T143269,152,0.0757,p7@TNIP2,79155,19118,,TNIP2,"TNFAIP3 interacting protein 2","gene with protein product"
993,T159711,152,0.0755,p13@TNFAIP3,7128,11896,"D3TTY4,D3TTY5,D3TTY6,D3TTY7,D3TTY8,D3TTY9,D3TTZ0,D3TTZ1,D3TTZ2,D3TTZ3,D3TTZ4,D3TTZ5,D3TTZ6,D3TTZ7,D3TTZ8",TNFAIP3,"TNF alpha induced protein 3","gene with protein product"
994,T104706,151,0.0753,p10@IFNGR2,3460,5440,B5MCZ0,IFNGR2,"interferon gamma receptor 2","gene with protein product"
995,T012455,151,0.0752,p4@GTF2H1,2965,4655,P32780,GTF2H1,"general transcription factor IIH subunit 1","gene with protein product"
996,T185511,150,0.0746,p10@NSMAF,8439,8017,,NSMAF,"neutral sphingomyelinase activation associated factor","gene with protein product"
997,T000418,149,0.0743,p18@NFKB2,4791,7795,"A8K9D9,Q00653",NFKB2,"nuclear factor kappa B subunit 2","gene with protein product"
998,T177223,149,0.0743,p1@POR,5447,9208,"P16435,C9JQ78,E7EWU0",POR,"cytochrome p450 oxidoreductase","gene with protein product"
999,T056303,148,0.0737,p2@MAP2K3,5606,6843,,MAP2K3,"mitogen-activated protein kinase kinase 3","gene with protein product"
1000,T004405,148,0.0733,p8@CREM,1390,2352,,CREM,"cAMP responsive element modulator","gene with protein product"
1001,T167652,147,0.0732,p5@CD109,135228,21685,Q6YHK3,CD109,"CD109 molecule","gene with protein product"
1002,T072327,147,0.0732,p33@GADD45B,4616,4096,,GADD45B,"growth arrest and DNA damage inducible beta","gene with protein product"
1003,T107635,147,0.0731,p3@OSM,5008,8506,B5MCX1,OSM,"oncostatin M","gene with protein product"
1004,T186767,147,0.0731,p1@SNX16,64089,14980,E5RH07,SNX16,"sorting nexin 16","gene with protein product"
1005,T064984,147,0.0731,p2@MAFG,4097,6781,O15525,MAFG,"MAF bZIP transcription factor G","gene with protein product"
1006,T064399,146,0.0727,p2@KDM6B,23135,29012,,KDM6B,"lysine demethylase 6B","gene with protein product"
1007,T006970,144,0.0716,p6@ZNF503,84858,23589,Q96F45,ZNF503,"zinc finger protein 503","gene with protein product"
1008,T092694,144,0.0715,p5@SH3BGRL3,83442,15568,Q9H299,SH3BGRL3,"SH3 domain binding glutamate rich protein like 3","gene with protein product"
1009,T108763,142,0.0708,p1@MAFF,23764,6780,B0QY71,MAFF,"MAF bZIP transcription factor F","gene with protein product"
1010,T121830,142,0.0708,p1@FOSL2,2355,3798,P15408,FOSL2,"FOS like 2, AP-1 transcription factor subunit","gene with protein product"
1011,T086127,142,0.0707,p2@TOR3A,64222,11997,,TOR3A,"torsin family 3 member A","gene with protein product"
1012,T044498,142,0.0706,p4@MAPK6,5597,6879,,MAPK6,"mitogen-activated protein kinase 6","gene with protein product"
1013,T159723,142,0.0706,p16@TNFAIP3,7128,11896,,TNFAIP3,"TNF alpha induced protein 3","gene with protein product"
1014,T015413,142,0.0705,"p2@MS4A14,p2@MS4A7","58475,84689","13378,30706",Q9GZW8,MS4A7,"membrane spanning 4-domains A7","gene with protein product"
1015,T101505,141,0.0701,p1@CD40,958,11919,,CD40,"CD40 molecule","gene with protein product"
1016,T004508,141,0.0700,p15@KLF6,1316,2235,,KLF6,"Kruppel like factor 6","gene with protein product"
1017,T125688,140,0.0695,p1@MAT2A,4144,6904,P31153,MAT2A,"methionine adenosyltransferase 2A","gene with protein product"
1018,T020110,138,0.0688,p13@DRAM1,55332,25645,Q8N682,DRAM1,"DNA damage regulated autophagy modulator 1","gene with protein product"
1019,T118930,138,0.0688,p5@SLC11A1,6556,10907,"P49279,Q59F11",SLC11A1,"solute carrier family 11 member 1","gene with protein product"
1020,T175579,138,0.0687,p9@MRPS24,64951,14510,,MRPS24,"mitochondrial ribosomal protein S24","gene with protein product"
1021,T146448,138,0.0687,p3@CDS1,1040,1800,Q92903,CDS1,"CDP-diacylglycerol synthase 1","gene with protein product"
1022,T163535,137,0.0682,p3@HCG18,,31337,,HCG18,"HLA complex group 18 (non-protein coding)","RNA, long non-coding"
1023,T084868,137,0.0681,p2@ATF6,22926,791,"P18850,Q59H30",ATF6,"activating transcription factor 6","gene with protein product"
1024,T161138,137,0.0681,p7@SNX9,51429,14973,,SNX9,"sorting nexin 9","gene with protein product"
1025,T094354,136,0.0678,p7@SMAP2,64744,25082,Q8WU79,SMAP2,"small ArfGAP2","gene with protein product"
1026,T138487,136,0.0676,p23@NFKB1,4790,7794,P19838,NFKB1,"nuclear factor kappa B subunit 1","gene with protein product"
1027,T147965,135,0.0673,p2@TNFAIP8,25816,17260,O95379,TNFAIP8,"TNF alpha induced protein 8","gene with protein product"
1028,T026056,135,0.0673,p12@NR4A1,3164,7980,,NR4A1,"nuclear receptor subfamily 4 group A member 1","gene with protein product"
1029,T199480,134,0.0668,p3@MID1IP1-AS1,,40932,,MID1IP1-AS1,"MID1IP1 antisense RNA 1","RNA, long non-coding"
1030,T184288,134,0.0668,p41@NRG1,3084,7997,,NRG1,"neuregulin 1","gene with protein product"
1031,T036464,133,0.0663,p4@HNRNPC,3183,5035,,HNRNPC,"heterogeneous nuclear ribonucleoprotein C (C1/C2)","gene with protein product"
1032,T113650,133,0.0663,p23@NR4A2,4929,7981,"F1D8N6,P43354,Q53EL4",NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
1033,T075140,132,0.0658,p9@PLAUR,5329,9053,Q03405,PLAUR,"plasminogen activator, urokinase receptor","gene with protein product"
1034,T019997,132,0.0656,p3@CLEC12A,160364,31713,,CLEC12A,"C-type lectin domain family 12 member A","gene with protein product"
1035,T145464,131,0.0653,p9@IL8,3576,6025,,CXCL8,"C-X-C motif chemokine ligand 8","gene with protein product"
1036,T165712,129,0.0643,p4@TREML4,285852,30807,,TREML4,"triggering receptor expressed on myeloid cells like 4","gene with protein product"
1037,T075646,129,0.0642,p9@FOSB,2354,3797,A1L186,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit","gene with protein product"
1038,T007902,127,0.0632,p3@FAS,355,11920,,FAS,"Fas cell surface death receptor","gene with protein product"
1039,T187878,126,0.0627,p15@NR4A3,8013,7982,E9PBS2,NR4A3,"nuclear receptor subfamily 4 group A member 3","gene with protein product"
1040,T087241,126,0.0627,p28@UBR4,23352,30313,,UBR4,"ubiquitin protein ligase E3 component n-recognin 4","gene with protein product"
1041,T167649,125,0.0624,p4@CD109,135228,21685,Q6YHK3,CD109,"CD109 molecule","gene with protein product"
1042,T199748,125,0.0623,p2@MIR221,407006,31601,,MIR221,"microRNA 221","RNA, micro"
1043,T185521,124,0.0617,p7@NSMAF,8439,8017,,NSMAF,"neutral sphingomyelinase activation associated factor","gene with protein product"
1044,T153164,124,0.0616,p6@MGAT1,4245,7044,D6RAK2,MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase","gene with protein product"
1045,T076127,124,0.0616,p2@DHX34,9704,16719,Q14147,DHX34,"DExH-box helicase 34","gene with protein product"
1046,T062916,123,0.0613,p5@CD300E,342510,28874,Q496F6,CD300E,"CD300e molecule","gene with protein product"
1047,T096870,123,0.0613,p1@DNAJB4,11080,14886,Q9UDY4,DNAJB4,"DnaJ heat shock protein family (Hsp40) member B4","gene with protein product"
1048,T089107,122,0.0608,p2@LAMB3,3914,6490,"Q13751,Q5THA1",LAMB3,"laminin subunit beta 3","gene with protein product"
1049,T161442,122,0.0607,p4@SOD2,6648,11180,,SOD2,"superoxide dismutase 2","gene with protein product"
1050,T089164,121,0.0604,p2@G0S2,50486,30229,Q6FGC8,G0S2,"G0/G1 switch 2","gene with protein product"
1051,T125153,121,0.0603,p3@DGUOK,1716,2858,,DGUOK,"deoxyguanosine kinase","gene with protein product"
1052,T074814,121,0.0603,p3@POU2F2,5452,9213,,POU2F2,"POU class 2 homeobox 2","gene with protein product"
1053,T159707,120,0.0598,p10@TNFAIP3,7128,11896,"F5H7A9,F5GYN2,F5H1G3",TNFAIP3,"TNF alpha induced protein 3","gene with protein product"
1054,T123260,120,0.0598,p9@TTC7A,57217,19750,,TTC7A,"tetratricopeptide repeat domain 7A","gene with protein product"
1055,T049744,120,0.0597,p6@CRYM-AS1,,34405,,CRYM-AS1,"CRYM antisense RNA 1","RNA, long non-coding"
1056,T152006,118,0.0588,p3@LCP2,3937,6529,Q13094,LCP2,"lymphocyte cytosolic protein 2","gene with protein product"
1057,T022793,118,0.0588,p6@DUSP16,80824,17909,Q9BY84,DUSP16,"dual specificity phosphatase 16","gene with protein product"
1058,T057242,117,0.0584,p9@RFFL,117584,24821,C9JN73,RFFL,"ring finger and FYVE like domain containing E3 ubiquitin protein ligase","gene with protein product"
1059,T033810,117,0.0583,p2@DHRS12,79758,25832,A0PJE2,DHRS12,"dehydrogenase/reductase 12","gene with protein product"
1060,T200698,115,0.0572,p1@MIR223,407008,31603,,MIR223,"microRNA 223","RNA, micro"
1061,T143295,114,0.0568,p37@SH3BP2,6452,10825,D6RER9,SH3BP2,"SH3 domain binding protein 2","gene with protein product"
1062,T059836,113,0.0563,p12@CXCL16,58191,16642,,CXCL16,"C-X-C motif chemokine ligand 16","gene with protein product"
1063,T130602,112,0.0558,p1@RAP2B,5912,9862,"P61225,Q5JQ44",RAP2B,"RAP2B, member of RAS oncogene family","gene with protein product"
1064,T077936,110,0.0547,p2@LAIR1,3903,6477,,LAIR1,"leukocyte associated immunoglobulin like receptor 1","gene with protein product"
1065,T164764,109,0.0544,p7@TAPBP,6892,11566,"D3YTI9,Q6P1N7,O15533,B2ZUA4,E9PGM2",TAPBP,"TAP binding protein","gene with protein product"
1066,T106707,109,0.0543,p4@MED15,51586,14248,"C9JEM1,F8WEJ4,G3V1P5",MED15,"mediator complex subunit 15","gene with protein product"
1067,T028408,108,0.0538,p3@RAP1B,5908,9857,F5H077,RAP1B,"RAP1B, member of RAS oncogene family","gene with protein product"
1068,T154061,107,0.0534,p3@PTGER4,5734,9596,P35408,PTGER4,"prostaglandin E receptor 4","gene with protein product"
1069,T171626,107,0.0533,p10@HIPK2,28996,14402,Q9H2X6,HIPK2,"homeodomain interacting protein kinase 2","gene with protein product"
1070,T033207,107,0.0533,p57@TSC22D1,8848,16826,,TSC22D1,"TSC22 domain family member 1","gene with protein product"
1071,T175695,105,0.0523,p1@OGDH,4967,8124,E9PCR7,OGDH,"oxoglutarate dehydrogenase","gene with protein product"
1072,T117253,105,0.0522,p26@CFLAR,8837,1876,,CFLAR,"CASP8 and FADD like apoptosis regulator","gene with protein product"
1073,T047386,105,0.0522,p30@AKAP13,11214,371,,AKAP13,"A-kinase anchoring protein 13","gene with protein product"
1074,T044503,105,0.0521,p2@MAPK6,5597,6879,,MAPK6,"mitogen-activated protein kinase 6","gene with protein product"
1075,T141218,104,0.0518,p2@FNIP2,57600,29280,Q9P278,FNIP2,"folliculin interacting protein 2","gene with protein product"
1076,T167631,104,0.0518,p10@EEF1A1,1915,3189,,EEF1A1,"eukaryotic translation elongation factor 1 alpha 1","gene with protein product"
1077,T053693,104,0.0517,p3@AP1G1,164,555,F5GZV5,AP1G1,"adaptor related protein complex 1 gamma 1 subunit","gene with protein product"
1078,T073392,103,0.0514,p1@NFKBID,84807,15671,Q8NI38,NFKBID,"NFKB inhibitor delta","gene with protein product"
1079,T148538,103,0.0514,p6@P4HA2,8974,8547,,P4HA2,"prolyl 4-hydroxylase subunit alpha 2","gene with protein product"
1080,T111196,103,0.0512,p13@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
1081,T140129,102,0.0509,p1@ZNF330,27309,15462,"Q9Y3S2,E9PDK6,D6R9C8,D6RCK7,D6RBS7,D6R8Y9,D6RBR7,D6R9Q8",ZNF330,"zinc finger protein 330","gene with protein product"
1082,T146191,102,0.0509,p3@RASGEF1B,153020,24881,Q8N437,RASGEF1B,"RasGEF domain family member 1B","gene with protein product"
1083,T037941,101,0.0503,p11@NFKBIA,4792,7797,P25963,NFKBIA,"NFKB inhibitor alpha","gene with protein product"
1084,T115269,100,0.0499,p4@RBM45,129831,24468,,RBM45,"RNA binding motif protein 45","gene with protein product"
1085,T150481,100,0.0498,p3@CSNK1A1,1452,2451,"D6REM4,E7ETM0,Q71TU5",CSNK1A1,"casein kinase 1 alpha 1","gene with protein product"
1086,T066960,99,0.0493,p7@TGIF1,7050,11776,,TGIF1,"TGFB induced factor homeobox 1","gene with protein product"
1087,T077937,99,0.0492,p1@LAIR1,3903,6477,"F2Z3B9,F2Z2I1",LAIR1,"leukocyte associated immunoglobulin like receptor 1","gene with protein product"
1088,T138463,97,0.0483,p19@NFKB1,4790,7794,,NFKB1,"nuclear factor kappa B subunit 1","gene with protein product"
1089,T140383,97,0.0483,p2@PRMT10,90826,25099,"D6REN0,B3KU92",PRMT9,"protein arginine methyltransferase 9","gene with protein product"
1090,T138464,97,0.0483,p15@NFKB1,4790,7794,,NFKB1,"nuclear factor kappa B subunit 1","gene with protein product"
1091,T161139,97,0.0483,p4@SNX9,51429,14973,,SNX9,"sorting nexin 9","gene with protein product"
1092,T110304,97,0.0481,p5@PDCL3,79031,28860,Q9H2J4,PDCL3,"phosducin like 3","gene with protein product"
1093,T104698,96,0.0478,p5@IFNGR2,3460,5440,"P38484,A8K881",IFNGR2,"interferon gamma receptor 2","gene with protein product"
1094,T041599,95,0.0474,p4@C14orf109,26175,20218,,TMEM251,"transmembrane protein 251","gene with protein product"
1095,T038757,95,0.0473,p3@GMFB,2764,4373,,GMFB,"glia maturation factor beta","gene with protein product"
1096,T104455,94,0.0469,p7@BACH1,571,935,C9JMP6,BACH1,"BTB domain and CNC homolog 1","gene with protein product"
1097,T004503,94,0.0469,p13@KLF6,1316,2235,Q7Z3W8,KLF6,"Kruppel like factor 6","gene with protein product"
1098,T070706,94,0.0468,p5@DNAJB1,3337,5270,,DNAJB1,"DnaJ heat shock protein family (Hsp40) member B1","gene with protein product"
1099,T038877,94,0.0467,p10@LGALS3,3958,6563,,LGALS3,"galectin 3","gene with protein product"
1100,T090294,93,0.0463,p4@TP53BP2,7159,12000,,TP53BP2,"tumor protein p53 binding protein 2","gene with protein product"
1101,T126018,93,0.0463,p1@ID2,3398,5361,Q02363,ID2,"inhibitor of DNA binding 2, HLH protein","gene with protein product"
1102,T076518,92,0.0459,p15@PPP1R15A,23645,14375,O75807,PPP1R15A,"protein phosphatase 1 regulatory subunit 15A","gene with protein product"
1103,T032616,92,0.0458,p4@ZAR1L,646799,37116,E9PMW1,ZAR1L,"zygote arrest 1-like","gene with protein product"
1104,T052432,92,0.0458,p3@RSPRY1,89970,29420,Q96DX4,RSPRY1,"ring finger and SPRY domain containing 1","gene with protein product"
1105,T012547,91,0.0453,p3@SPTY2D1,144108,26818,,SPTY2D1,"SPT2 chromatin protein domain containing 1","gene with protein product"
1106,T104809,89,0.0443,p1@KCNE1,3753,6240,,KCNE1,"potassium voltage-gated channel subfamily E regulatory subunit 1","gene with protein product"
1107,T056030,89,0.0442,p6@ALKBH5,54890,25996,,ALKBH5,"alkB homolog 5, RNA demethylase","gene with protein product"
1108,T111184,88,0.0437,p11@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
1109,T143830,87,0.0434,p11@RBM47,54502,30358,,RBM47,"RNA binding motif protein 47","gene with protein product"
1110,T154955,87,0.0432,p4@ELOVL7,79993,26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
1111,T084576,86,0.0428,p3@CD48,962,1683,P09326,CD48,"CD48 molecule","gene with protein product"
1112,T065267,85,0.0424,p10@FOXK2,3607,6036,F5H5V5,FOXK2,"forkhead box K2","gene with protein product"
1113,T091377,85,0.0424,p23@LYST,1130,1968,Q99698,LYST,"lysosomal trafficking regulator","gene with protein product"
1114,T032998,84,0.0419,p2@ELF1,1997,3316,Q5T9E7,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
1115,T026762,84,0.0419,p13@ITGA5,3678,6141,,ITGA5,"integrin subunit alpha 5","gene with protein product"
1116,T030128,84,0.0418,p5@M6PR,4074,6752,P20645,M6PR,"mannose-6-phosphate receptor, cation dependent","gene with protein product"
1117,T051306,83,0.0414,p1@ZNF267,10308,13060,Q14586,ZNF267,"zinc finger protein 267","gene with protein product"
1118,T117249,83,0.0412,p20@CFLAR,8837,1876,C9JV51,CFLAR,"CASP8 and FADD like apoptosis regulator","gene with protein product"
1119,T147154,82,0.0408,p13@EIF4E,1977,3287,P06730,EIF4E,"eukaryotic translation initiation factor 4E","gene with protein product"
1120,T038361,81,0.0404,p10@ARF6,382,659,P62330,ARF6,"ADP ribosylation factor 6","gene with protein product"
1121,T159888,81,0.0403,p3@CITED2,10370,1987,,CITED2,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","gene with protein product"
1122,T011295,81,0.0403,p1@SLC37A2,219855,20644,E9PRJ4,SLC37A2,"solute carrier family 37 member 2","gene with protein product"
1123,T049696,81,0.0403,p1@DCUN1D3,123879,28734,Q8IWE4,DCUN1D3,"defective in cullin neddylation 1 domain containing 3","gene with protein product"
1124,T047382,80,0.0400,p8@AKAP13,11214,371,,AKAP13,"A-kinase anchoring protein 13","gene with protein product"
1125,T149330,80,0.0398,p14@HSPA9,3313,5244,P38646,HSPA9,"heat shock protein family A (Hsp70) member 9","gene with protein product"
1126,T123263,79,0.0394,p11@TTC7A,57217,19750,,TTC7A,"tetratricopeptide repeat domain 7A","gene with protein product"
1127,T074364,79,0.0393,p9@SHKBP1,92799,19214,,SHKBP1,"SH3KBP1 binding protein 1","gene with protein product"
1128,T161443,79,0.0393,p27@SOD2,6648,11180,,SOD2,"superoxide dismutase 2","gene with protein product"
1129,T154954,78,0.0389,p6@ELOVL7,79993,26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
